"names"	"fccommunity"
"9795"	"ZER1"	"21"
"9796"	"HOXB3"	"21"
"9797"	"MIEN1"	"18"
"9798"	"TMED6"	"18"
"9799"	"DDRGK1"	"4"
"9800"	"FAM219A"	"20"
"9801"	"CDKN1B"	"21"
"9802"	"SUMO4"	"17"
"9803"	"SKP2"	"21"
"9804"	"CLK3"	"17"
"9805"	"HELZ"	"17"
"9806"	"NUFIP2"	"17"
"9807"	"ENSG00000205570"	"24"
"9808"	"ENSG00000205575"	"24"
"9809"	"CCNF"	"21"
"9810"	"CCNG1"	"21"
"9811"	"POC1B"	"17"
"9812"	"ESR1"	"21"
"9813"	"IMMP2L"	"21"
"9814"	"ENSG00000206225"	"6"
"9815"	"AAMP"	"6"
"9816"	"FRMD5"	"6"
"9817"	"ENSG00000215629"	"8"
"9818"	"CCR4"	"8"
"9819"	"CXCL12"	"13"
"9820"	"CCR6"	"18"
"9821"	"DEFB103B"	"18"
"9822"	"DEFB4A"	"18"
"9823"	"CCR9"	"8"
"9824"	"CCSER1"	"14"
"9825"	"CCSER2"	"4"
"9826"	"GBE1"	"20"
"9827"	"OSBPL5"	"14"
"9828"	"THEG"	"4"
"9829"	"USP47"	"7"
"9830"	"PIK3C3"	"25"
"9831"	"HELB"	"20"
"9832"	"RPA4"	"20"
"9833"	"TIPIN"	"20"
"9834"	"TREX1"	"15"
"9835"	"TMEM256"	"14"
"9836"	"CD101"	"4"
"9837"	"CD164"	"22"
"9838"	"HLA-DQA1"	"9"
"9839"	"ENSG00000206240"	"13"
"9840"	"MYCL"	"21"
"9841"	"CD200"	"17"
"9842"	"CD200R1"	"17"
"9843"	"HCRTR2"	"17"
"9844"	"CD209"	"13"
"9845"	"FABP7"	"7"
"9846"	"SCRN3"	"4"
"9847"	"B4GALT5"	"17"
"9848"	"CD27"	"19"
"9849"	"CD33"	"15"
"9850"	"PODXL2"	"7"
"9851"	"MTMR1"	"18"
"9852"	"SBF1"	"18"
"9853"	"CD3D"	"25"
"9854"	"CD3G"	"25"
"9855"	"CD4"	"12"
"9856"	"ANKUB1"	"5"
"9857"	"ATP10A"	"12"
"9858"	"HLA-DQB1"	"24"
"9859"	"HLA-DRB1"	"13"
"9860"	"HLA-DRB5"	"13"
"9861"	"4-Mar"	"2"
"9862"	"PIP"	"11"
"9863"	"SPG21"	"4"
"9864"	"TSSK2"	"12"
"9865"	"ENSG00000168384"	"12"
"9866"	"ENSG00000204276"	"25"
"9867"	"ENSG00000206291"	"12"
"9868"	"ENSG00000206236"	"25"
"9869"	"ENSG00000204244"	"12"
"9870"	"ENSG00000168399"	"12"
"9871"	"ENSG00000168383"	"12"
"9872"	"ENSG00000206258"	"12"
"9873"	"ENSG00000196610"	"12"
"9874"	"ENSG00000196101"	"13"
"9875"	"HCRT"	"9"
"9876"	"HLA-DMA"	"13"
"9877"	"TRAV8-4"	"13"
"9878"	"ENSG00000206293"	"13"
"9879"	"ENSG00000206229"	"13"
"9880"	"ENSG00000206308"	"13"
"9881"	"ENSG00000211762"	"13"
"9882"	"CD7"	"13"
"9883"	"VPREB1"	"13"
"9884"	"ENSG00000205631"	"13"
"9885"	"CUTC"	"4"
"9886"	"MTMR9"	"4"
"9887"	"ZNF263"	"4"
"9888"	"TSKS"	"12"
"9889"	"ICOSLG"	"19"
"9890"	"KATNA1"	"19"
"9891"	"SLC30A7"	"19"
"9892"	"GSTZ1"	"10"
"9893"	"CD5L"	"9"
"9894"	"SECTM1"	"24"
"9895"	"CD70"	"8"
"9896"	"CD80"	"25"
"9897"	"CD84"	"25"
"9898"	"CD86"	"25"
"9899"	"CD99"	"16"
"9900"	"ARL11"	"15"
"9901"	"FAM69A"	"17"
"9902"	"GLYCTK"	"4"
"9903"	"PLAC8"	"23"
"9904"	"SEMA4G"	"22"
"9905"	"SIGLEC5"	"4"
"9906"	"STAMBPL1"	"4"
"9907"	"TLDC1"	"17"
"9908"	"ENSG00000111980"	"4"
"9909"	"ENSG00000206395"	"4"
"9910"	"CRB3"	"22"
"9911"	"PARD6A"	"22"
"9912"	"KRT81"	"4"
"9913"	"MORC4"	"21"
"9914"	"TFPI2"	"13"
"9915"	"THAP5"	"21"
"9916"	"THSD7A"	"21"
"9917"	"TSKU"	"21"
"9918"	"USP25"	"22"
"9919"	"ZMYM5"	"10"
"9920"	"SEMA6D"	"22"
"9921"	"CDC42EP3"	"22"
"9922"	"CDC42EP5"	"22"
"9923"	"CDC42SE2"	"24"
"9924"	"PSKH1"	"20"
"9925"	"SEC16B"	"18"
"9926"	"CDH13"	"20"
"9927"	"CDH15"	"12"
"9928"	"CDH7"	"24"
"9929"	"CDH9"	"24"
"9930"	"CDH6"	"24"
"9931"	"CDH18"	"24"
"9932"	"CDH16"	"22"
"9933"	"CDH17"	"19"
"9934"	"CDH19"	"11"
"9935"	"CDH23"	"22"
"9936"	"CDH5"	"22"
"9937"	"CTNNA1"	"12"
"9938"	"P2RX4"	"22"
"9939"	"P2RX6"	"22"
"9940"	"FAM84B"	"13"
"9941"	"TRIM29"	"12"
"9942"	"VEZT"	"22"
"9943"	"LLGL2"	"22"
"9944"	"CDH8"	"22"
"9945"	"CDHR2"	"12"
"9946"	"SLC17A1"	"12"
"9947"	"CDIP1"	"22"
"9948"	"UNC5B"	"19"
"9949"	"NFRKB"	"14"
"9950"	"CDK10"	"21"
"9951"	"CDK15"	"15"
"9952"	"CDK2AP2"	"24"
"9953"	"NBPF8"	"14"
"9954"	"PCDH18"	"13"
"9955"	"CDK5R2"	"15"
"9956"	"POC5"	"20"
"9957"	"CRIP1"	"24"
"9958"	"CDKN2C"	"24"
"9959"	"SLC9A7"	"14"
"9960"	"CDX4"	"21"
"9961"	"CDY1"	"20"
"9962"	"PEX5"	"12"
"9963"	"DDO"	"12"
"9964"	"TIMM9"	"14"
"9965"	"CEACAM1"	"15"
"9966"	"CEACAM3"	"6"
"9967"	"CEACAM8"	"15"
"9968"	"CEACAM6"	"15"
"9969"	"CEBPE"	"21"
"9970"	"CEBPG"	"21"
"9971"	"MLLT6"	"21"
"9972"	"NRF1"	"21"
"9973"	"CECR5"	"1"
"9974"	"GNPDA2"	"9"
"9975"	"ENSG00000215711"	"25"
"9976"	"RBM24"	"4"
"9977"	"CELF2"	"6"
"9978"	"WNT10B"	"7"
"9979"	"WNT9B"	"7"
"9980"	"CEND1"	"5"
"9981"	"CENPE"	"22"
"9982"	"KIF2C"	"21"
"9983"	"CENPJ"	"4"
"9984"	"LAG3"	"25"
"9985"	"NEUROD1"	"21"
"9986"	"CEP104"	"25"
"9987"	"CEP152"	"22"
"9988"	"CEP170"	"12"
"9989"	"CLTA"	"12"
"9990"	"SH3BGRL2"	"12"
"9991"	"CEP19"	"4"
"9992"	"RABL2B"	"4"
"9993"	"CEP192"	"24"
"9994"	"CEP55"	"10"
"9995"	"CEP57"	"13"
"9996"	"GPC3"	"13"
"9997"	"RCOR3"	"4"
"9998"	"CEP72"	"4"
"9999"	"CEP89"	"6"
"10000"	"CEP97"	"22"
"10001"	"WNT3A"	"7"
"10002"	"WNT7A"	"7"
"10003"	"WNT2"	"7"
"10004"	"ZFP36L2"	"22"
"10005"	"CES3"	"21"
"10006"	"CFHR5"	"25"
"10007"	"CGB"	"22"
"10008"	"CGB2"	"22"
"10009"	"CGB5"	"22"
"10010"	"FSHB"	"22"
"10011"	"CGB7"	"22"
"10012"	"LHB"	"22"
"10013"	"CGB8"	"22"
"10014"	"CGGBP1"	"10"
"10015"	"C21orf59"	"22"
"10016"	"CHAF1B"	"20"
"10017"	"DSCC1"	"20"
"10018"	"EXOSC10"	"20"
"10019"	"GCC2"	"18"
"10020"	"POLE3"	"20"
"10021"	"TBCE"	"20"
"10022"	"USP5"	"11"
"10023"	"CHPF"	"9"
"10024"	"DDI2"	"14"
"10025"	"EXOSC8"	"5"
"10026"	"FERMT3"	"20"
"10027"	"FOXRED1"	"20"
"10028"	"HIATL1"	"20"
"10029"	"MPHOSPH6"	"24"
"10030"	"RRP8"	"20"
"10031"	"UBE2G2"	"14"
"10032"	"USP21"	"21"
"10033"	"ENSG00000206476"	"20"
"10034"	"ENSG00000205178"	"25"
"10035"	"ENSG00000205164"	"13"
"10036"	"ENSG00000205170"	"2"
"10037"	"ENSG00000205162"	"11"
"10038"	"CHCHD2"	"14"
"10039"	"CHCHD2P9"	"14"
"10040"	"TMBIM4"	"4"
"10041"	"MAP3K7CL"	"21"
"10042"	"ENSG00000213709"	"21"
"10043"	"MPP1"	"4"
"10044"	"RGMA"	"21"
"10045"	"ELF5"	"24"
"10046"	"CHDH"	"20"
"10047"	"TDRD9"	"21"
"10048"	"RFX4"	"21"
"10049"	"MORN3"	"4"
"10050"	"CHGA"	"13"
"10051"	"CPB2"	"13"
"10052"	"CXCL2"	"13"
"10053"	"MMP3"	"13"
"10054"	"SERPINB6"	"13"
"10055"	"ENSG00000212660"	"4"
"10056"	"KRTAP3-2"	"4"
"10057"	"MEOX2"	"4"
"10058"	"CHMP7"	"24"
"10059"	"CHN1"	"15"
"10060"	"STK17B"	"22"
"10061"	"CHP2"	"19"
"10062"	"CHSY1"	"9"
"10063"	"CHPF2"	"9"
"10064"	"CHRD"	"21"
"10065"	"CHRDL1"	"5"
"10066"	"CHRNA1"	"13"
"10067"	"CHRNA2"	"18"
"10068"	"CHRNB2"	"18"
"10069"	"CHRNA3"	"18"
"10070"	"CHRNA5"	"18"
"10071"	"CHRNB1"	"4"
"10072"	"CHRND"	"13"
"10073"	"CHRNE"	"3"
"10074"	"CHRNG"	"13"
"10075"	"CHST10"	"17"
"10076"	"CHST14"	"4"
"10077"	"CHST5"	"19"
"10078"	"CHST6"	"17"
"10079"	"CHST9"	"24"
"10080"	"GAL3ST3"	"25"
"10081"	"SULT1B1"	"17"
"10082"	"SULT1C2"	"17"
"10083"	"SULT1C4"	"17"
"10084"	"CHST12"	"18"
"10085"	"CHST4"	"24"
"10086"	"CHST8"	"16"
"10087"	"CHTF8"	"6"
"10088"	"CHUK"	"12"
"10089"	"NR2C2"	"21"
"10090"	"TRIM21"	"21"
"10091"	"ESRRA"	"21"
"10092"	"FOXO4"	"21"
"10093"	"NR0B1"	"21"
"10094"	"PNRC2"	"21"
"10095"	"POU4F1"	"4"
"10096"	"POU4F2"	"21"
"10097"	"SCGB1D1"	"21"
"10098"	"SCGB1D2"	"21"
"10099"	"SP3"	"21"
"10100"	"TCF20"	"21"
"10101"	"ZNF398"	"21"
"10102"	"DLL3"	"7"
"10103"	"DTX3L"	"7"
"10104"	"LFNG"	"7"
"10105"	"MFNG"	"7"
"10106"	"NR2C2AP"	"8"
"10107"	"CIAPIN1"	"5"
"10108"	"IFI6"	"24"
"10109"	"CIDEA"	"19"
"10110"	"UCP1"	"24"
"10111"	"CIITA"	"21"
"10112"	"ZXDA"	"21"
"10113"	"ZXDC"	"21"
"10114"	"PDLIM2"	"21"
"10115"	"CIT"	"22"
"10116"	"GRIN2D"	"22"
"10117"	"ZNF706"	"18"
"10118"	"NT5DC3"	"22"
"10119"	"CITED4"	"21"
"10120"	"TTLL1"	"5"
"10121"	"CKAP4"	"12"
"10122"	"GOLGA2"	"4"
"10123"	"JAKMIP2"	"21"
"10124"	"TSGA10"	"12"
"10125"	"SCRT2"	"21"
"10126"	"MMAA"	"18"
"10127"	"CLCN2"	"21"
"10128"	"CLCN7"	"21"
"10129"	"CLDN7"	"12"
"10130"	"CLEC11A"	"4"
"10131"	"CLEC4A"	"25"
"10132"	"CLEC4F"	"19"
"10133"	"CLIP2"	"22"
"10134"	"C1orf63"	"17"
"10135"	"CLN5"	"18"
"10136"	"CLPTM1L"	"19"
"10137"	"CLSTN3"	"13"
"10138"	"RPGRIP1"	"4"
"10139"	"TFEB"	"21"
"10140"	"PICALM"	"14"
"10141"	"BBS7"	"4"
"10142"	"CINP"	"7"
"10143"	"CMC4"	"22"
"10144"	"CMSS1"	"6"
"10145"	"FAR1"	"4"
"10146"	"HTR1B"	"22"
"10147"	"IFT57"	"19"
"10148"	"NCDN"	"4"
"10149"	"OGFR"	"4"
"10150"	"RAB3GAP1"	"4"
"10151"	"RAB3GAP2"	"4"
"10152"	"RPRD1A"	"4"
"10153"	"VEPH1"	"4"
"10154"	"YTHDF1"	"4"
"10155"	"CPOX"	"20"
"10156"	"POLR1E"	"20"
"10157"	"SEC24B"	"4"
"10158"	"WWOX"	"6"
"10159"	"CNGA2"	"13"
"10160"	"CNGA4"	"11"
"10161"	"CNGB1"	"11"
"10162"	"ABCA4"	"14"
"10163"	"CNKSR3"	"16"
"10164"	"CNN3"	"17"
"10165"	"CNNM3"	"4"
"10166"	"CNNM4"	"21"
"10167"	"CNOT11"	"4"
"10168"	"GHITM"	"14"
"10169"	"CNOT6L"	"21"
"10170"	"CNPY4"	"25"
"10171"	"CNRIP1"	"10"
"10172"	"CNST"	"6"
"10173"	"IL20RB"	"10"
"10174"	"IL20RA"	"25"
"10175"	"SIGLEC6"	"7"
"10176"	"MACF1"	"22"
"10177"	"CNTN4"	"22"
"10178"	"CNTNAP3"	"5"
"10179"	"CNTNAP3B"	"22"
"10180"	"CNTNAP5"	"4"
"10181"	"MEFV"	"14"
"10182"	"COL10A1"	"9"
"10183"	"COL14A1"	"13"
"10184"	"COL18A1"	"13"
"10185"	"MAZ"	"13"
"10186"	"PLXDC1"	"12"
"10187"	"TMED9"	"18"
"10188"	"UCK1"	"18"
"10189"	"COL20A1"	"4"
"10190"	"COL23A1"	"21"
"10191"	"COL25A1"	"13"
"10192"	"COL4A2"	"13"
"10193"	"SERPINE2"	"13"
"10194"	"MATN4"	"13"
"10195"	"COL4A3BP"	"4"
"10196"	"RTN4"	"4"
"10197"	"RTN2"	"4"
"10198"	"UQCRC2"	"5"
"10199"	"COL4A6"	"13"
"10200"	"COL5A1"	"13"
"10201"	"COL6A2"	"4"
"10202"	"COL6A3"	"13"
"10203"	"COL8A2"	"4"
"10204"	"MAG"	"4"
"10205"	"PLP1"	"4"
"10206"	"ZNF337"	"12"
"10207"	"HCN1"	"12"
"10208"	"IMMP1L"	"21"
"10209"	"COMMD5"	"12"
"10210"	"COMMD6"	"12"
"10211"	"MBOAT7"	"4"
"10212"	"TIPARP"	"22"
"10213"	"COPS3"	"21"
"10214"	"MYEOV2"	"23"
"10215"	"COPS7A"	"21"
"10216"	"DMWD"	"22"
"10217"	"CORO1A"	"7"
"10218"	"KREMEN1"	"2"
"10219"	"SLC27A4"	"18"
"10220"	"COX5B"	"18"
"10221"	"KXD1"	"4"
"10222"	"MT-CO3"	"18"
"10223"	"KRT83"	"4"
"10224"	"KRT86"	"4"
"10225"	"COX7A2L"	"10"
"10226"	"HBG2"	"13"
"10227"	"LXN"	"22"
"10228"	"CPAMD8"	"8"
"10229"	"THBD"	"13"
"10230"	"CPEB1"	"18"
"10231"	"CPLX2"	"22"
"10232"	"CPM"	"25"
"10233"	"CPNE6"	"21"
"10234"	"MYO15A"	"24"
"10235"	"DFNB31"	"22"
"10236"	"NDUFC2"	"4"
"10237"	"ENSG00000172974"	"4"
"10238"	"TMEM39B"	"23"
"10239"	"CPSF3L"	"4"
"10240"	"RAX"	"21"
"10241"	"SOX3"	"11"
"10242"	"STAP1"	"6"
"10243"	"CPT1B"	"4"
"10244"	"CPVL"	"15"
"10245"	"CPXM2"	"21"
"10246"	"CRABP2"	"7"
"10247"	"PTGS1"	"22"
"10248"	"CREB3L1"	"21"
"10249"	"CREB3L4"	"21"
"10250"	"NFE2"	"21"
"10251"	"CREBRF"	"6"
"10252"	"CRH"	"25"
"10253"	"CRHR2"	"25"
"10254"	"CRHBP"	"25"
"10255"	"CRISPLD2"	"4"
"10256"	"CRIP1P4"	"24"
"10257"	"SLC25A46"	"22"
"10258"	"CRISP3"	"4"
"10259"	"A1BG"	"4"
"10260"	"ELMO2"	"13"
"10261"	"TANC1"	"4"
"10262"	"CRLF1"	"25"
"10263"	"CRLF2"	"25"
"10264"	"CRLS1"	"14"
"10265"	"CRX"	"21"
"10266"	"M1AP"	"21"
"10267"	"NRL"	"21"
"10268"	"CRY2"	"21"
"10269"	"PER2"	"21"
"10270"	"CRYAA"	"22"
"10271"	"CRYBB2P1"	"22"
"10272"	"CRYBB3"	"22"
"10273"	"CRYBA4"	"22"
"10274"	"CRYBB1"	"4"
"10275"	"MTERF"	"10"
"10276"	"CSH2"	"8"
"10277"	"CSN1S1"	"19"
"10278"	"POU3F1"	"21"
"10279"	"RAG1"	"21"
"10280"	"NKD1"	"7"
"10281"	"VANGL2"	"7"
"10282"	"FRAS1"	"17"
"10283"	"KANK2"	"8"
"10284"	"CSPG5"	"3"
"10285"	"CSRP2"	"17"
"10286"	"CSRP2BP"	"17"
"10287"	"CST3"	"13"
"10288"	"CTAGE5"	"13"
"10289"	"CTSS"	"13"
"10290"	"CST5"	"13"
"10291"	"CSTA"	"13"
"10292"	"CSTF2T"	"4"
"10293"	"ENSG00000206306"	"13"
"10294"	"CTBP1-AS2"	"6"
"10295"	"CTBS"	"13"
"10296"	"CTDSP1"	"6"
"10297"	"CTDSP2"	"23"
"10298"	"CTNNBIP1"	"22"
"10299"	"CTRC"	"13"
"10300"	"MSH6"	"1"
"10301"	"NGLY1"	"12"
"10302"	"PPT1"	"1"
"10303"	"RPUSD2"	"23"
"10304"	"SLX1A"	"18"
"10305"	"TPRKB"	"23"
"10306"	"CTSB"	"13"
"10307"	"METAP1"	"21"
"10308"	"ATP6AP2"	"4"
"10309"	"PCSK1"	"9"
"10310"	"WRAP53"	"4"
"10311"	"GIF"	"22"
"10312"	"CUL9"	"21"
"10313"	"CXADR"	"4"
"10314"	"CXCL3"	"13"
"10315"	"CXorf40A"	"24"
"10316"	"CXorf40B"	"24"
"10317"	"CYB5D2"	"11"
"10318"	"CYB5R4"	"20"
"10319"	"NOX1"	"16"
"10320"	"WIPF3"	"22"
"10321"	"CYLD"	"19"
"10322"	"CYP11A1"	"21"
"10323"	"HSD11B2"	"8"
"10324"	"CYP17A1"	"14"
"10325"	"CYP2C9"	"14"
"10326"	"DHRS3"	"12"
"10327"	"DHRSX"	"12"
"10328"	"CYP26A1"	"12"
"10329"	"CYP26B1"	"12"
"10330"	"CYP27A1"	"8"
"10331"	"TTC36"	"21"
"10332"	"CYP46A1"	"12"
"10333"	"CYTH1"	"4"
"10334"	"CYTIP"	"4"
"10335"	"CYTH4"	"22"
"10336"	"ENSG00000204964"	"6"
"10337"	"DACH2"	"21"
"10338"	"DAGLB"	"20"
"10339"	"ABHD2"	"4"
"10340"	"FUBP3"	"4"
"10341"	"RNF138"	"4"
"10342"	"DBC1"	"13"
"10343"	"DBF4"	"20"
"10344"	"DCLRE1A"	"20"
"10345"	"MAST1"	"21"
"10346"	"VGLL1"	"21"
"10347"	"DCLRE1B"	"1"
"10348"	"DCP1B"	"5"
"10349"	"TYR"	"24"
"10350"	"DCTN4"	"12"
"10351"	"DCTN5"	"4"
"10352"	"DCTN6"	"10"
"10353"	"DDAH2"	"4"
"10354"	"SMYD3"	"21"
"10355"	"MDFIC"	"18"
"10356"	"SCAMP2"	"14"
"10357"	"STX11"	"14"
"10358"	"STX1B"	"22"
"10359"	"VAMP1"	"22"
"10360"	"DDIT4L"	"4"
"10361"	"DDX11"	"24"
"10362"	"DDX12P"	"24"
"10363"	"DDX19A"	"20"
"10364"	"PDCD4"	"3"
"10365"	"RWDD2B"	"12"
"10366"	"ENSG00000206285"	"22"
"10367"	"ENSG00000204222"	"8"
"10368"	"ENSG00000203621"	"4"
"10369"	"DDX26B"	"14"
"10370"	"TP53INP1"	"13"
"10371"	"PHTF2"	"9"
"10372"	"SPATC1L"	"12"
"10373"	"DDX58"	"11"
"10374"	"DECR1"	"18"
"10375"	"DEDD"	"19"
"10376"	"DEFA4"	"9"
"10377"	"MC2R"	"9"
"10378"	"ENSG00000185918"	"13"
"10379"	"DEFA6"	"12"
"10380"	"DEFB103A"	"18"
"10381"	"DERL3"	"13"
"10382"	"DESI2"	"21"
"10383"	"DEXI"	"21"
"10384"	"DFNA5"	"17"
"10385"	"DGCR8"	"21"
"10386"	"CLPS"	"25"
"10387"	"RECQL4"	"21"
"10388"	"LRRC70"	"4"
"10389"	"TRIM39"	"21"
"10390"	"ENSG00000206419"	"21"
"10391"	"ENSG00000206495"	"21"
"10392"	"DGUOK"	"18"
"10393"	"ALOXE3"	"6"
"10394"	"BCO2"	"18"
"10395"	"LOX"	"20"
"10396"	"PCSK2"	"9"
"10397"	"MAFA"	"21"
"10398"	"DHRS7B"	"3"
"10399"	"WDR83OS"	"24"
"10400"	"DHX34"	"20"
"10401"	"DHX35"	"4"
"10402"	"DHX57"	"6"
"10403"	"DHX58"	"18"
"10404"	"DIP2A"	"22"
"10405"	"DIP2C"	"4"
"10406"	"DIRAS2"	"22"
"10407"	"DIXDC1"	"25"
"10408"	"DKK3"	"4"
"10409"	"MSI2"	"21"
"10410"	"GRID1"	"22"
"10411"	"SCN4A"	"22"
"10412"	"LMBR1L"	"4"
"10413"	"DLG5"	"24"
"10414"	"NLGN4X"	"22"
"10415"	"DLK1"	"7"
"10416"	"DLX1"	"21"
"10417"	"DLX4"	"9"
"10418"	"DMP1"	"13"
"10419"	"DMRT3"	"8"
"10420"	"DMTF1"	"21"
"10421"	"DNAH3"	"12"
"10422"	"DNAI1"	"17"
"10423"	"PTTG1IP"	"21"
"10424"	"MAU2"	"21"
"10425"	"DNAJB9"	"16"
"10426"	"RFK"	"18"
"10427"	"DNAJC1"	"5"
"10428"	"MT1H"	"5"
"10429"	"PPP1R14B"	"8"
"10430"	"DNAJC22"	"23"
"10431"	"DNAJC27"	"11"
"10432"	"DNAJC7"	"21"
"10433"	"DNASE2"	"2"
"10434"	"BEST2"	"2"
"10435"	"DNLZ"	"3"
"10436"	"RFWD3"	"2"
"10437"	"DNM3"	"22"
"10438"	"EZH1"	"21"
"10439"	"KCTD15"	"4"
"10440"	"DNMT3L"	"21"
"10441"	"TMEM134"	"4"
"10442"	"TMEM38A"	"4"
"10443"	"DOCK10"	"4"
"10444"	"DOCK2"	"21"
"10445"	"DOCK3"	"7"
"10446"	"DOCK8"	"22"
"10447"	"DOCK9"	"21"
"10448"	"DOK4"	"25"
"10449"	"RNF128"	"4"
"10450"	"DPCD"	"17"
"10451"	"DPEP1"	"4"
"10452"	"DPH3"	"14"
"10453"	"SERGEF"	"14"
"10454"	"DPH6"	"14"
"10455"	"DPH7"	"20"
"10456"	"PIGA"	"14"
"10457"	"PIGP"	"14"
"10458"	"DPP6"	"5"
"10459"	"DPP9"	"25"
"10460"	"DPT"	"4"
"10461"	"DPY30"	"7"
"10462"	"LNX2"	"10"
"10463"	"DPYSL5"	"4"
"10464"	"RNF11"	"21"
"10465"	"DSTYK"	"18"
"10466"	"ENSG00000137313"	"25"
"10467"	"ENSG00000206499"	"25"
"10468"	"DUOX2"	"22"
"10469"	"DUOXA1"	"21"
"10470"	"DUS2L"	"17"
"10471"	"DUSP23"	"3"
"10472"	"WNT10A"	"7"
"10473"	"WNT2B"	"7"
"10474"	"WNT5A"	"7"
"10475"	"WNT6"	"7"
"10476"	"WNT9A"	"7"
"10477"	"SPRR2G"	"24"
"10478"	"TRIM55"	"24"
"10479"	"GIPC3"	"7"
"10480"	"WNT3"	"7"
"10481"	"C7orf34"	"15"
"10482"	"SERHL2"	"7"
"10483"	"DYM"	"16"
"10484"	"TBC1D22B"	"16"
"10485"	"DYNC2LI1"	"9"
"10486"	"DYNC2H1"	"9"
"10487"	"FLG"	"4"
"10488"	"DYRK4"	"9"
"10489"	"DYRK3"	"4"
"10490"	"FASTK"	"4"
"10491"	"GRK4"	"22"
"10492"	"GRK7"	"7"
"10493"	"SHPK"	"7"
"10494"	"E2F7"	"2"
"10495"	"EAF1"	"20"
"10496"	"FAM13C"	"4"
"10497"	"ZNF444"	"22"
"10498"	"EAF2"	"19"
"10499"	"EAPP"	"18"
"10500"	"EBF1"	"21"
"10501"	"IP6K3"	"21"
"10502"	"TDRD6"	"21"
"10503"	"ZNF423"	"21"
"10504"	"EBI3"	"21"
"10505"	"IL27"	"21"
"10506"	"ECH1"	"18"
"10507"	"EDA"	"19"
"10508"	"EDN2"	"22"
"10509"	"SUOX"	"18"
"10510"	"PIGU"	"14"
"10511"	"ENSG00000212868"	"5"
"10512"	"EFCAB6"	"21"
"10513"	"EFHC1"	"4"
"10514"	"EFHC2"	"4"
"10515"	"EFNA3"	"15"
"10516"	"ENSG00000214475"	"15"
"10517"	"EFNB2"	"22"
"10518"	"EPHA3"	"7"
"10519"	"PDZRN3"	"7"
"10520"	"RHBDL2"	"22"
"10521"	"RUFY2"	"7"
"10522"	"C1orf116"	"22"
"10523"	"SLK"	"15"
"10524"	"EGFL6"	"25"
"10525"	"EGLN3"	"21"
"10526"	"NAB1"	"9"
"10527"	"NAB2"	"25"
"10528"	"EGR4"	"21"
"10529"	"IRF4"	"21"
"10530"	"MEF2D"	"21"
"10531"	"SOX8"	"21"
"10532"	"EID2B"	"10"
"10533"	"EIF3L"	"4"
"10534"	"CHST13"	"4"
"10535"	"CMTM6"	"24"
"10536"	"ORMDL1"	"2"
"10537"	"TAZ"	"25"
"10538"	"EIF4EBP2"	"25"
"10539"	"EIF5A2"	"4"
"10540"	"ELANE"	"13"
"10541"	"NOTCH2NL"	"4"
"10542"	"ENSG00000173487"	"13"
"10543"	"ELF2"	"21"
"10544"	"ELL3"	"24"
"10545"	"ELMOD1"	"14"
"10546"	"ELP5"	"4"
"10547"	"ELSPBP1"	"21"
"10548"	"EMB"	"21"
"10549"	"EMC9"	"2"
"10550"	"EMCN"	"7"
"10551"	"NHLRC2"	"24"
"10552"	"EMILIN2"	"13"
"10553"	"EML2"	"4"
"10554"	"EN1"	"21"
"10555"	"ENC1"	"24"
"10556"	"ENDOU"	"4"
"10557"	"ENDOV"	"17"
"10558"	"ENG"	"13"
"10559"	"CHRDL2"	"13"
"10560"	"FST"	"13"
"10561"	"ENGASE"	"23"
"10562"	"ENOPH1"	"3"
"10563"	"ENOX1"	"24"
"10564"	"ENSA"	"4"
"10565"	"ENSG00000023843"	"12"
"10566"	"ENSG00000051415"	"22"
"10567"	"MUC7"	"17"
"10568"	"HTN3"	"17"
"10569"	"PRH2"	"17"
"10570"	"PRR4"	"17"
"10571"	"SMR3B"	"17"
"10572"	"STATH"	"17"
"10573"	"ENSG00000079782"	"10"
"10574"	"MGST2"	"10"
"10575"	"ENSG00000096087"	"10"
"10576"	"HGD"	"18"
"10577"	"UBXN1"	"14"
"10578"	"HPCA"	"12"
"10579"	"ENSG00000206290"	"12"
"10580"	"ENSG00000090269"	"4"
"10581"	"TYROBP"	"4"
"10582"	"KLRC3"	"4"
"10583"	"TREM1"	"4"
"10584"	"ENSG00000096148"	"7"
"10585"	"ENSG00000100010"	"21"
"10586"	"KIAA1191"	"19"
"10587"	"SLC25A38"	"19"
"10588"	"ZSCAN16"	"19"
"10589"	"ENSG00000100262"	"14"
"10590"	"ENSG00000102050"	"8"
"10591"	"PTMS"	"9"
"10592"	"FAM45A"	"14"
"10593"	"ENSG00000112112"	"12"
"10594"	"ENSG00000112664"	"14"
"10595"	"ENSG00000117600"	"7"
"10596"	"ENSG00000118168"	"19"
"10597"	"ENSG00000120087"	"21"
"10598"	"UBN2"	"23"
"10599"	"LHX4"	"21"
"10600"	"SSBP3"	"21"
"10601"	"ENSG00000122854"	"13"
"10602"	"ENSG00000124435"	"21"
"10603"	"ENSG00000125976"	"6"
"10604"	"ENSG00000127150"	"14"
"10605"	"ENSG00000129586"	"4"
"10606"	"SH3BP1"	"15"
"10607"	"ENSG00000136480"	"8"
"10608"	"ENSG00000137197"	"4"
"10609"	"ENSG00000137311"	"24"
"10610"	"ENSG00000137321"	"11"
"10611"	"RPP38"	"11"
